level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	15	1	1	9	881	401	46	26	96.317291	[GN
5	1	15	1	1	10	938	401	21	26	96.962975	6]
2	1	16	0	0	0	1186	386	581	20	-1	
3	1	16	1	0	0	1186	386	581	20	-1	
4	1	16	1	1	0	1186	386	581	20	-1	
5	1	16	1	1	1	1186	386	59	20	96.852394	AND
5	1	16	1	1	2	1257	386	56	20	96.123268	FOR
5	1	16	1	1	3	1326	386	201	20	96.300629	ILLUSTRATION
5	1	16	1	1	4	1539	386	135	20	96.018738	PURPOSE
5	1	16	1	1	5	1685	386	82	20	96.368294	ONLY.
2	1	17	0	0	0	1186	421	461	20	-1	
3	1	17	1	0	0	1186	421	461	20	-1	
4	1	17	1	1	0	1186	421	461	20	-1	
5	1	17	1	1	1	1186	421	22	20	96.509445	IT
5	1	17	1	1	2	1219	421	123	20	95.207817	DOESN'T
5	1	17	1	1	3	1360	421	119	20	96.439835	DICTATE
5	1	17	1	1	4	1490	421	53	20	95.916100	THE
5	1	17	1	1	5	1555	421	92	20	96.820862	EXACT
2	1	18	0	0	0	194	430	604	36	-1	
3	1	18	1	0	0	194	430	604	36	-1	
4	1	18	1	1	0	194	430	604	36	-1	
5	1	18	1	1	1	194	430	58	35	66.760933	(3_)
5	1	18	1	1	2	262	440	149	20	96.789978	LUMINOUS
5	1	18	1	1	3	420	440	89	24	96.311752	VINYL,
5	1	18	1	1	4	520	440	37	20	93.176979	3M
5	1	18	1	1	5	569	440	140	26	92.247833	(P68495A).
5	1	18	1	1	6	720	440	46	26	96.769127	[GN
5	1	18	1	1	7	777	440	21	26	96.769127	6]
2	1	19	0	0	0	1186	455	500	20	-1	
3	1	19	1	0	0	1186	455	500	20	-1	
4	1	19	1	1	0	1186	455	500	20	-1	
5	1	19	1	1	1	1186	455	173	20	95.861267	PLACEMENT
5	1	19	1	1	2	1369	455	37	20	96.986038	OF
5	1	19	1	1	3	1417	455	54	20	96.953537	THE
5	1	19	1	1	4	1483	455	73	20	96.936165	PART
5	1	19	1	1	5	1566	455	120	20	96.531593	NUMBER
2	1	20	0	0	0	1890	442	171	27	-1	
3	1	20	1	0	0	1890	442	171	27	-1	
4	1	20	1	1	0	1890	442	171	27	-1	
5	1	20	1	1	1	1890	442	171	27	91.660156	A350-1041
2	1	21	0	0	0	2281	433	387	35	-1	
3	1	21	1	0	0	2281	433	387	35	-1	
4	1	21	1	1	0	2281	433	387	35	-1	
5	1	21	1	1	1	2281	433	387	35	89.305161	EYEng/EWR/0223/3812
2	1	22	0	0	0	3037	442	448	27	-1	
3	1	22	1	0	0	3037	442	448	27	-1	
4	1	22	1	1	0	3037	442	448	27	-1	
5	1	22	1	1	1	3037	442	119	27	96.515747	DECAL
5	1	22	1	1	2	3169	442	316	27	96.133949	MANUFACTURING
2	1	23	0	0	0	3907	433	342	27	-1	
3	1	23	1	0	0	3907	433	342	27	-1	
4	1	23	1	1	0	3907	433	342	27	-1	
5	1	23	1	1	1	3907	433	342	27	66.343414	DAS-23111735-DC01
2	1	24	0	0	0	263	482	132	20	-1	
3	1	24	1	0	0	194	472	201	37	-1	
4	1	24	1	1	0	263	482	132	20	-1	
5	1	24	1	1	1	263	482	132	20	96.717171	RESERVE
2	1	25	0	0	0	1186	489	292	20	-1	
3	1	25	1	0	0	1186	489	292	20	-1	
4	1	25	1	1	0	1186	489	292	20	-1	
5	1	25	1	1	1	1186	489	59	20	95.355888	AND
5	1	25	1	1	2	1257	489	74	20	95.355888	PART
5	1	25	1	1	3	1341	489	137	20	95.773323	MARKING.
2	1	26	0	0	0	213	518	519	24	-1	
3	1	26	1	0	0	213	518	519	24	-1	
4	1	26	1	1	0	213	518	519	24	-1	
5	1	26	1	1	1	213	518	167	24	96.117744	EXTERIOR
5	1	26	1	1	2	392	518	151	24	96.670403	PLACARD
5	1	26	1	1	3	556	518	160	24	92.514503	MATERIAL
5	1	26	1	1	4	729	524	3	18	92.514503	:
2	1	27	0	0	0	1136	537	29	26	-1	
3	1	27	1	0	0	1136	537	29	26	-1	
4	1	27	1	1	0	1136	537	29	26	-1	
5	1	27	1	1	1	1136	537	29	26	82.752716	[6]
2	1	28	0	0	0	1186	538	534	20	-1	
3	1	28	1	0	0	1186	538	534	20	-1	
4	1	28	1	1	0	1186	538	534	20	-1	
5	1	28	1	1	1	1186	538	58	20	94.848167	NOT
5	1	28	1	1	2	1253	538	139	20	94.848167	ALLOWED
5	1	28	1	1	3	1402	538	38	20	96.325020	TO
5	1	28	1	1	4	1451	538	55	20	96.088982	USE
5	1	28	1	1	5	1517	538	38	20	96.251114	TO
5	1	28	1	1	6	1566	538	154	20	96.056717	FABRICATE
2	1	29	0	0	0	194	558	454	36	-1	
3	1	29	1	0	0	194	558	454	36	-1	
4	1	29	1	1	0	194	558	454	36	-1	
5	1	29	1	1	1	194	558	58	36	23.811317	(4)
5	1	29	1	1	2	260	568	183	20	91.909256	AVERYSC920
5	1	29	1	1	3	455	568	98	26	95.891899	(WHITE
5	1	29	1	1	4	564	568	84	26	95.891899	MATT)
2	1	30	0	0	0	1186	565	573	28	-1	
3	1	30	1	0	0	1186	565	573	28	-1	
4	1	30	1	1	0	1186	565	573	28	-1	
5	1	30	1	1	1	1186	573	132	20	96.751427	PLACARD
5	1	30	1	1	2	1328	573	71	20	96.848434	WITH
5	1	30	1	1	3	1410	573	61	20	96.498131	SIZE
5	1	30	1	1	4	1482	573	78	20	96.293053	OVER
5	1	30	1	1	5	1572	573	8	20	86.929543	1
5	1	30	1	1	6	1594	565	42	28	86.929543	FT?
5	1	30	1	1	7	1647	573	112	20	96.356979	UNLESS
2	1	31	0	0	0	1186	607	299	20	-1	
3	1	31	1	0	0	1186	607	299	20	-1	
4	1	31	1	1	0	1186	607	299	20	-1	
5	1	31	1	1	1	1186	607	171	20	96.526756	OTHERWISE
5	1	31	1	1	2	1368	607	117	20	96.372719	STATED.
2	1	32	0	0	0	194	601	595	37	-1	
3	1	32	1	0	0	194	601	595	37	-1	
4	1	32	1	1	0	194	601	595	37	-1	
5	1	32	1	1	1	194	601	58	36	83.949913	(5)
5	1	32	1	1	2	259	612	184	20	89.914253	AVERYSC940
5	1	32	1	1	3	455	612	220	26	95.927711	(TRANSPARENT
5	1	32	1	1	4	685	612	104	26	96.592323	GLOSS)
2	1	33	0	0	0	194	644	186	35	-1	
3	1	33	1	0	0	194	644	186	35	-1	
4	1	33	1	1	0	194	644	186	35	-1	
5	1	33	1	1	1	194	644	186	35	56.891117	C7_)3MA7706
2	1	34	0	0	0	1136	646	29	26	-1	
3	1	34	1	0	0	1136	646	29	26	-1	
4	1	34	1	1	0	1136	646	29	26	-1	
5	1	34	1	1	1	1136	646	29	26	65.884010	[7]
2	1	35	0	0	0	1189	648	575	20	-1	
3	1	35	1	0	0	1189	648	575	20	-1	
4	1	35	1	1	0	1189	648	575	20	-1	
5	1	35	1	1	1	1189	648	54	20	96.729126	THE
5	1	35	1	1	2	1255	648	239	20	95.020447	MANUFACTURER
5	1	35	1	1	3	1503	648	66	20	96.595070	WILL
5	1	35	1	1	4	1581	648	118	20	96.398018	INCLUDE
5	1	35	1	1	5	1710	648	54	20	96.000015	THE
2	1	36	0	0	0	194	686	201	35	-1	
3	1	36	1	0	0	194	686	201	35	-1	
4	1	36	1	1	0	194	686	201	35	-1	
5	1	36	1	1	1	194	686	58	35	69.690315	(Q_)
5	1	36	1	1	2	263	694	132	20	96.342346	RESERVE
2	1	37	0	0	0	1188	682	488	20	-1	
3	1	37	1	0	0	1188	682	488	20	-1	
4	1	37	1	1	0	1188	682	488	20	-1	
5	1	37	1	1	1	1188	682	74	20	95.159302	PART
5	1	37	1	1	2	1273	682	131	20	95.159302	MARKING
5	1	37	1	1	3	1415	682	117	20	96.085327	DETAILS
5	1	37	1	1	4	1543	682	86	20	96.594559	PRIOR
5	1	37	1	1	5	1638	682	38	20	96.062180	TO
2	1	38	0	0	0	1188	717	597	20	-1	
3	1	38	1	0	0	1188	717	597	20	-1	
4	1	38	1	1	0	1188	717	597	20	-1	
5	1	38	1	1	1	1188	717	134	20	96.497353	PRINTING
5	1	38	1	1	2	1334	717	167	20	96.840271	DEPENDING
5	1	38	1	1	3	1519	717	40	20	96.294380	ON
5	1	38	1	1	4	1570	717	54	20	96.225990	THE
5	1	38	1	1	5	1634	717	151	20	96.148239	APPROVAL
2	1	39	0	0	0	205	737	326	24	-1	
3	1	39	1	0	0	205	737	326	24	-1	
4	1	39	1	1	0	205	737	326	24	-1	
5	1	39	1	1	1	205	737	137	24	96.167419	STENCIL
5	1	39	1	1	2	354	737	161	24	93.193810	MATERIAL
5	1	39	1	1	3	528	743	3	18	88.602806	:
2	1	40	0	0	0	1188	751	462	20	-1	
3	1	40	1	0	0	1188	751	462	20	-1	
4	1	40	1	1	0	1188	751	462	20	-1	
5	1	40	1	1	1	1188	751	75	20	96.361938	DATA
5	1	40	1	1	2	1271	751	59	20	96.208633	AND
5	1	40	1	1	3	1341	751	54	20	95.614021	THE
5	1	40	1	1	4	1407	751	243	20	94.918518	MANUFACTURER.
2	1	41	0	0	0	194	775	763	36	-1	
3	1	41	1	0	0	194	775	763	36	-1	
4	1	41	1	1	0	194	775	763	36	-1	
5	1	41	1	1	1	194	775	58	35	31.724022	C6_)
5	1	41	1	1	2	264	785	223	20	90.237564	MACMASK28180
5	1	41	1	1	3	499	785	128	26	95.632797	(STENCIL
5	1	41	1	1	4	638	785	83	26	95.632797	BASE)
5	1	41	1	1	5	730	785	39	20	96.843658	OR
5	1	41	1	1	6	780	785	177	21	96.625168	EQUIVALENT
2	1	42	0	0	0	1184	780	590	20	-1	
3	1	42	1	0	0	1184	780	590	20	-1	
4	1	42	1	1	0	1184	780	590	20	-1	
5	1	42	1	1	1	1184	780	55	20	96.865753	THE
5	1	42	1	1	2	1249	780	173	20	96.559784	APPLICABLE
5	1	42	1	1	3	1435	780	74	20	95.930374	PART
5	1	42	1	1	4	1519	780	130	20	95.878380	MARKING
5	1	42	1	1	5	1660	780	114	20	94.564240	DETAILS
2	1	43	0	0	0	1189	820	542	20	-1	
3	1	43	1	0	0	1189	820	542	20	-1	
4	1	43	1	1	0	1189	820	542	20	-1	
5	1	43	1	1	1	1189	820	57	20	95.106636	ARE
5	1	43	1	1	2	1257	820	106	20	95.022614	SHOWN
5	1	43	1	1	3	1377	820	23	20	96.450806	IN
5	1	43	1	1	4	1413	820	74	20	96.697121	PART
5	1	43	1	1	5	1497	820	130	20	96.756721	MARKING
5	1	43	1	1	6	1637	820	94	20	95.991524	TABLE.
2	1	44	0	0	0	263	827	132	20	-1	
3	1	44	1	0	0	194	819	201	35	-1	
4	1	44	1	1	0	263	827	132	20	-1	
5	1	44	1	1	1	263	827	132	20	96.501579	RESERVE
2	1	45	0	0	0	1136	861	28	26	-1	
3	1	45	1	0	0	1136	861	28	26	-1	
4	1	45	1	1	0	1136	861	28	26	-1	
5	1	45	1	1	1	1136	861	28	26	70.411026	[8]
2	1	46	0	0	0	1188	862	501	20	-1	
3	1	46	1	0	0	1188	862	501	20	-1	
4	1	46	1	1	0	1188	862	501	20	-1	
5	1	46	1	1	1	1188	862	94	20	95.762993	REFER
5	1	46	1	1	2	1292	862	38	20	95.762993	TO
5	1	46	1	1	3	1341	862	76	20	95.855782	FONT
5	1	46	1	1	4	1427	862	98	20	96.476898	DETAIL
5	1	46	1	1	5	1535	862	86	20	96.462769	TABLE
5	1	46	1	1	6	1633	862	56	20	96.462769	FOR
2	1	47	0	0	0	190	892	594	24	-1	
3	1	47	1	0	0	190	892	594	24	-1	
4	1	47	1	1	0	190	892	594	24	-1	
5	1	47	1	1	1	190	892	85	24	96.547447	PART
5	1	47	1	1	2	287	892	173	24	96.338150	MARKINGS
5	1	47	1	1	3	473	892	115	24	96.855179	COLOR
5	1	47	1	1	4	599	892	169	24	93.028526	GUIDANCE
5	1	47	1	1	5	781	898	3	18	88.103714	:
2	1	48	0	0	0	863	893	154	26	-1	
3	1	48	1	0	0	863	893	154	26	-1	
4	1	48	1	1	0	863	893	154	26	-1	
5	1	48	1	1	1	863	893	46	26	95.300903	[GN
5	1	48	1	1	2	921	893	38	24	91.578827	3,5
5	1	48	1	1	3	969	893	17	20	91.578827	&
5	1	48	1	1	4	996	893	21	26	96.633186	7]
2	1	49	0	0	0	1188	897	164	20	-1	
3	1	49	1	0	0	1188	897	164	20	-1	
4	1	49	1	1	0	1188	897	164	20	-1	
5	1	49	1	1	1	1188	897	76	20	96.132004	FONT
5	1	49	1	1	2	1273	897	79	20	96.282349	TYPE.
2	1	50	0	0	0	229	953	201	20	-1	
3	1	50	1	0	0	229	953	201	20	-1	
4	1	50	1	1	0	229	953	201	20	-1	
5	1	50	1	1	1	229	953	201	20	96.502556	BACKGROUND
2	1	51	0	0	0	602	956	405	20	-1	
3	1	51	1	0	0	602	956	405	20	-1	
4	1	51	1	1	0	602	956	405	20	-1	
5	1	51	1	1	1	602	956	74	20	95.082588	PART
5	1	51	1	1	2	686	956	131	20	95.082588	MARKING
5	1	51	1	1	3	828	956	71	20	96.931213	TEXT
5	1	51	1	1	4	908	956	99	20	96.931213	COLOR
2	1	52	0	0	0	1282	944	313	24	-1	
3	1	52	1	0	0	1282	944	313	24	-1	
4	1	52	1	1	0	1282	944	313	24	-1	
5	1	52	1	1	1	1282	944	199	24	96.339600	TOLERANCE
5	1	52	1	1	2	1492	944	103	24	96.786194	TABLE
2	1	53	0	0	0	279	992	99	20	-1	
3	1	53	1	0	0	279	992	99	20	-1	
4	1	53	1	1	0	279	992	99	20	-1	
5	1	53	1	1	1	279	992	99	20	96.747246	COLOR
2	1	54	0	0	0	568	996	470	26	-1	
3	1	54	1	0	0	568	996	470	26	-1	
4	1	54	1	1	0	568	996	470	26	-1	
5	1	54	1	1	1	568	996	121	26	96.543152	(UNLESS
5	1	54	1	1	2	699	996	171	20	95.095497	OTHERWISE
5	1	54	1	1	3	881	996	157	26	96.241669	SPECIFIED)
2	1	55	0	0	0	1232	992	124	24	-1	
3	1	55	1	0	0	1232	992	124	24	-1	
4	1	55	1	1	0	1232	992	124	24	-1	
5	1	55	1	1	1	1232	992	124	24	95.909180	METRIC
2	1	56	0	0	0	1561	992	120	24	-1	
3	1	56	1	0	0	1561	992	120	24	-1	
4	1	56	1	1	0	1561	992	120	24	-1	
5	1	56	1	1	1	1561	992	120	24	96.173935	INCHES
2	1	57	0	0	0	1145	1031	131	20	-1	
3	1	57	1	0	0	1145	1031	131	20	-1	
4	1	57	1	1	0	1145	1031	131	20	-1	
5	1	57	1	1	1	1145	1031	131	20	96.395317	Dimension
2	1	58	0	0	0	1310	1031	302	20	-1	
3	1	58	1	0	0	1310	1031	302	20	-1	
4	1	58	1	1	0	1310	1031	302	20	-1	
5	1	58	1	1	1	1310	1031	140	20	90.379494	Tolerances|
5	1	58	1	1	2	1480	1031	132	20	96.583000	Dimension
2	1	59	0	0	0	1646	1031	139	20	-1	
3	1	59	1	0	0	1646	1031	139	20	-1	
4	1	59	1	1	0	1646	1031	139	20	-1	
5	1	59	1	1	1	1646	1031	139	20	95.626373	Tolerances
2	1	60	0	0	0	232	1038	201	20	-1	
3	1	60	1	0	0	232	1038	201	20	-1	
4	1	60	1	1	0	232	1038	201	20	-1	
5	1	60	1	1	1	232	1038	90	20	93.179382	WHITE
5	1	60	1	1	2	332	1038	8	20	89.734619	/
5	1	60	1	1	3	350	1038	83	20	96.708893	BEIGE
2	1	61	0	0	0	511	1059	565	26	-1	
3	1	61	1	0	0	511	1059	565	26	-1	
4	1	61	1	1	0	511	1059	565	26	-1	
5	1	61	1	1	1	511	1059	79	20	93.278343	GREY
5	1	61	1	1	2	600	1059	120	26	91.628052	(GCS-31/
5	1	61	1	1	3	730	1059	180	21	96.384674	EQUIVALENT
5	1	61	1	1	4	919	1059	37	20	93.204353	TO
5	1	61	1	1	5	967	1059	109	26	92.115005	GSC-31)
2	1	62	0	0	0	1143	1067	40	20	-1	
3	1	62	1	0	0	1143	1067	40	20	-1	
4	1	62	1	1	0	1143	1067	40	20	-1	
5	1	62	1	1	1	1143	1067	40	20	95.827827	0-5
2	1	63	0	0	0	1340	1067	53	20	-1	
3	1	63	1	0	0	1340	1067	53	20	-1	
4	1	63	1	1	0	1340	1067	53	20	-1	
5	1	63	1	1	1	1340	1067	53	20	45.470985	40.5
2	1	64	0	0	0	1479	1067	63	20	-1	
3	1	64	1	0	0	1479	1067	63	20	-1	
4	1	64	1	1	0	1479	1067	63	20	-1	
5	1	64	1	1	1	1479	1067	63	20	90.336212	0-0.2
2	1	65	0	0	0	1676	1067	83	20	-1	
3	1	65	1	0	0	1676	1067	83	20	-1	
4	1	65	1	1	0	1676	1067	83	20	-1	
5	1	65	1	1	1	1676	1067	83	20	81.355461	+0.020
2	1	66	0	0	0	284	1080	93	20	-1	
3	1	66	1	0	0	284	1080	93	20	-1	
4	1	66	1	1	0	284	1080	93	20	-1	
5	1	66	1	1	1	284	1080	93	20	96.456329	CLEAR
2	1	67	0	0	0	284	1124	99	20	-1	
3	1	67	1	0	0	284	1124	99	20	-1	
4	1	67	1	1	0	284	1124	99	20	-1	
5	1	67	1	1	1	284	1124	99	20	96.608551	SILVER
2	1	68	0	0	0	504	1120	222	26	-1	
3	1	68	1	0	0	504	1120	222	26	-1	
4	1	68	1	1	0	504	1120	222	26	-1	
5	1	68	1	1	1	504	1120	90	20	90.702057	WHITE
5	1	68	1	1	2	607	1120	119	26	89.607979	(GCS-10)
2	1	69	0	0	0	1143	1103	71	20	-1	
3	1	69	1	0	0	1143	1103	71	20	-1	
4	1	69	1	1	0	1143	1103	71	20	-1	
5	1	69	1	1	1	1143	1103	71	20	96.799728	6-200
2	1	70	0	0	0	1339	1103	26	20	-1	
3	1	70	1	0	0	1339	1103	26	20	-1	
4	1	70	1	1	0	1339	1103	26	20	-1	
5	1	70	1	1	1	1339	1103	26	20	92.205017	+1
2	1	71	0	0	0	1479	1103	80	20	-1	
3	1	71	1	0	0	1479	1103	80	20	-1	
4	1	71	1	1	0	1479	1103	80	20	-1	
5	1	71	1	1	1	1479	1103	80	20	87.871971	0.21-8
2	1	72	0	0	0	1676	1103	83	20	-1	
3	1	72	1	0	0	1676	1103	83	20	-1	
4	1	72	1	1	0	1676	1103	83	20	-1	
5	1	72	1	1	1	1676	1103	83	20	83.366997	+0.040
2	1	73	0	0	0	1143	1141	103	20	-1	
3	1	73	1	0	0	1143	1141	103	20	-1	
4	1	73	1	1	0	1143	1141	103	20	-1	
5	1	73	1	1	1	1143	1141	103	20	96.347023	201-700
2	1	74	0	0	0	1340	1141	53	20	-1	
3	1	74	1	0	0	1340	1141	53	20	-1	
4	1	74	1	1	0	1340	1141	53	20	-1	
5	1	74	1	1	1	1340	1141	53	20	54.467522	#19
2	1	75	0	0	0	1479	1141	103	20	-1	
3	1	75	1	0	0	1479	1141	103	20	-1	
4	1	75	1	1	0	1479	1141	103	20	-1	
5	1	75	1	1	1	1479	1141	103	20	88.334755	8.1-27.5
2	1	76	0	0	0	1676	1141	83	20	-1	
3	1	76	1	0	0	1676	1141	83	20	-1	
4	1	76	1	1	0	1676	1141	83	20	-1	
5	1	76	1	1	1	1676	1141	83	20	89.621857	+0.060
2	1	77	0	0	0	284	1168	98	20	-1	
3	1	77	1	0	0	284	1168	98	20	-1	
4	1	77	1	1	0	284	1168	98	20	-1	
5	1	77	1	1	1	284	1168	98	20	96.789673	OTHER
2	1	78	0	0	0	504	1165	222	26	-1	
3	1	78	1	0	0	504	1165	222	26	-1	
4	1	78	1	1	0	504	1165	222	26	-1	
5	1	78	1	1	1	504	1165	90	20	93.172234	WHITE
5	1	78	1	1	2	607	1165	119	26	90.010559	(GCS-10)
2	1	79	0	0	0	1143	1177	119	20	-1	
3	1	79	1	0	0	1143	1177	119	20	-1	
4	1	79	1	1	0	1143	1177	119	20	-1	
5	1	79	1	1	1	1143	1177	119	20	96.856476	701-1500
2	1	80	0	0	0	1339	1177	30	20	-1	
3	1	80	1	0	0	1339	1177	30	20	-1	
4	1	80	1	1	0	1339	1177	30	20	-1	
5	1	80	1	1	1	1339	1177	30	20	45.876049	£2.
2	1	81	0	0	0	1479	1177	94	20	-1	
3	1	81	1	0	0	1479	1177	94	20	-1	
4	1	81	1	1	0	1479	1177	94	20	-1	
5	1	81	1	1	1	1479	1177	94	20	89.728355	27.6-59
2	1	82	0	0	0	1676	1177	84	20	-1	
3	1	82	1	0	0	1676	1177	84	20	-1	
4	1	82	1	1	0	1676	1177	84	20	-1	
5	1	82	1	1	1	1676	1177	84	20	78.124222	+0.078
2	1	83	0	0	0	1145	1213	132	20	-1	
3	1	83	1	0	0	1145	1213	132	20	-1	
4	1	83	1	1	0	1145	1213	132	20	-1	
5	1	83	1	1	1	1145	1213	132	20	96.377022	1500-2000
2	1	84	0	0	0	1340	1213	53	20	-1	
3	1	84	1	0	0	1340	1213	53	20	-1	
4	1	84	1	1	0	1340	1213	53	20	-1	
5	1	84	1	1	1	1340	1213	53	20	0.000000	#29)
2	1	85	0	0	0	1479	1213	117	20	-1	
3	1	85	1	0	0	1479	1213	117	20	-1	
4	1	85	1	1	0	1479	1213	117	20	-1	
5	1	85	1	1	1	1479	1213	117	20	91.370392	59.1-78.7
2	1	86	0	0	0	1676	1213	83	20	-1	
3	1	86	1	0	0	1676	1213	83	20	-1	
4	1	86	1	1	0	1676	1213	83	20	-1	
5	1	86	1	1	1	1676	1213	83	20	88.936089	+0.099
2	1	87	0	0	0	198	1236	378	24	-1	
3	1	87	1	0	0	198	1236	378	24	-1	
